,0,3,1,2,5,4,6,7,8,9
7838,Zmynd19,Cacna1b,Gpr137,4931415C17Rik,Gm47958,Fstl3,Gm20535,AA386476,Gm43149,Ccdc173
7839,Gm12359,Cbx7,Gm15987,2900089D17Rik,Gm34643,St6galnac1,Gm34678,Irx3,Gm38336,Polr3e
7840,Fmo5,Grifin,Tarsl2,Adamts3,Ccer2,Alox8,Enah,Gm48321,Exoc3l4,Cdc42bpb
7841,Morc1,Plag1,Klf11,4930562F07Rik,Olfr543,Zfp593,Gm33332,Pik3r3,Gm40608,Hook2
7842,Ubiad1,Gm28085,Tmem170b,Aoah,Gm33424,Gm16576,Ptgdr2,Vbp1,Rskr,Arpp19
7843,Zfas1,Clec4a2,Plekhm3,Arhgap15os,Fbp1,Gm45606,Olfr1369-ps1,Fbxl12os,Klhdc9,Gdpd5
7844,Zfp397,Dnajc12,Cxcl10,Gm14399,Gm15228,Gm3448,Mamdc2,B430305J03Rik,Igsf9b,Cbr4
7845,Gatad2b,4930568A12Rik,Atg9a,Il4i1,Sardhos,Spag6l,Apln,Gm15471,Unc13b,Erich1
7846,Cenpj,Gm13481,Hmgxb3,Ggcx,Eri3,Mblac1,D630044L22Rik,Qrfp,Zfp366,Fam71b
7847,Ndrg4,Gm10603,Thtpa,Gm15764,Gm10814,1810059C17Rik,Gm35330,Sfxn4,Gm31342,Tmem141
7848,Gtpbp10,Fbxl12,Nphp4,Csrnp2,Sgsm2,Gm20750,Gm13528,Ndc1,Lrfn4,Iba57
7849,Osgepl1,Ro60,Ghdc,Slc2a9,Tcf7l2,Etohd2,Gm11335,Ski,Sapcd1,Tpm3-rs7
7850,Rpl9-ps6,Specc1,Fam122b,Glb1l,Gm38405,Nxt2,B4galt6,Gm15747,Ctnnd2,Slc27a4
7851,Vill,4933404O12Rik,Sco1,Zfp2,Slc29a2,Gm11457,Tldc2,Lacc1,Fzd10,Mmaa
7852,Mrrf,Gm15614,Lrrc61,Rapgef4os1,AC160336.1,Fam241b,Dpep2,Lrp5,Chn1os3,Cdc25c
7853,Slc39a14,Tnfrsf21,Crocc,1110032A03Rik,Tmem38a,Gm11655,Ecrg4,Lrrc25,Gm47761,Rab13
7854,Ccdc181,Pram1,Gm20939,Galnt6os,Gm13778,Stx3,Adh4,Purg,C130050O18Rik,Letmd1
7855,1700001O22Rik,Gm15523,Trmt44,Aph1b,A430105J06Rik,Zkscan5,Sf3a2,Phyhd1,Gm28874,Retreg3
7856,Oxnad1,4930481B07Rik,Zfyve16,Adck2,AC171003.1,Gm43330,Fis1,Gm43329,Gm49885,H2-Ob
7857,Spats2,Gm26549,D3Ertd751e,Trav14-1,Gm28402,Plekhh3,Adh1,Fam71e1,Rbm8a2,Gfod1
7858,Map3k13,Gm12758,Ccdc191,Shc4,Gm13481,Procr,Gm10863,Mybl1,D030055H07Rik,Stc2
7859,Gm11655,Gm13293,Pbx4,Chrm3,Cryba1,5430403G16Rik,Dusp4,Xlr,Gm8953,Zfp775
7860,Rbm12b2,Ppm1e,Eid2b,Dlgap4,Gm10851,Wdr34,Kctd12b,Wdr34,Adgb,Kcnq1ot1
7861,Tmcc1,Gm10451,Kpna4,Neurl4,1700066B17Rik,Ptger1,Rtl5,Pon3,Arhgap22,Tlr9
7862,Ccdc157,Sco2,Zfp715,Gm17324,Clic5,Proser3,Arvcf,Trav6d-4,Dock3,Gstp1
7863,Gm45464,Nucb2,Ago1,Muc6,C130013H08Rik,Traj9,Fam221b,Zfp473,Anxa9,Hic1
7864,Ankrd24,A130014A01Rik,Arhgap27os3,Rpl39l,Gm48857,Plet1os,Smpd2,Cdkl5,Slc27a6,Crip2
7865,Zdhhc8,Emilin1,Rfx3,Gm34084,Gm7008,Acer2,Spaca6,Fam124b,Sema4c,Coq9
7866,Tmem86b,Gm15478,Cdc14b,Gm15200,Gm49313,Bivm,Akap5,Slc18a2,Ighv1-26,Slc37a1
7867,Gm9888,Tcn2,Rxylt1,Gm15411,Uqcc1,Lcn2,Impg1,Pax5,Hsf5,Ctc1
7868,Lta,Mmachc,Pprc1,Traj30,Akap6,Ccl9,4933424G05Rik,9130221H12Rik,Mapk13,Foxp3
7869,Hpn,Pp2d1,Zfp213,Mpz,Slc9a5,Trbj2-3,Klhdc8b,Ccdc88a,Slc22a21,Gtpbp4
7870,Gm28942,Gm16575,Pex1,Abcb11,Gm20274,Gm50228,Zfp952,Ulk4,Nectin4,Hars2
7871,Usp37,4930455C13Rik,Fam219a,Gm13054,Zfp426,Gm15738,Gm11457,Gm31728,Gm3435,Abcf3
7872,D130009I18Rik,Zfp458,Slc35f2,Myh3,Chmp4c,Pkd1l3,Pifo,Mast4,Igkv6-23,Afdn
7873,Tcea2,Ecm2,Mrm2,C230035I16Rik,Rem2,Prodh,Trbv30,Gm47167,Apol7b,Perp
7874,Gm10101,Gm32200,Bcl7a,Gm43915,Gm48903,Samd15,Gm28198,Ypel1,Gm15246,Timm29
7875,Efcab7,Mettl1,Ccdc166,Lrp8os2,AV039307,Catspere2,Gm34276,Slc12a8,Ggn,Gltp
7876,Fam114a1,Sh3yl1,Vps18,Gm33699,Bsdc1,Txlnb,Gm29994,Gm4707,4930593A02Rik,Xlr4a
7877,Zfp942,Gm20522,Cfap410,Atp7b,Rapgefl1,4933427D06Rik,B230206L02Rik,Hoxb4,Usp44,Ccdc137
7878,Gm43713,Tpd52l1,Prr5l,Gm5122,Maged1,Serpind1,Fstl4,Gm49521,Gm11712,Gm49980
7879,Strc,Shc4,Klhl22,Gm16251,Irgq,Tnfrsf21,Gm14508,Blk,Itgb4,Mapk1ip1
7880,Plxnd1,Rptoros,Dpp7,Tenm3,Cdr2l,Gm48027,Gm43837,Phf11d,Gpr157,Gm13012
7881,Ypel2,Dgat2,Gm16033,Tas1r1,Tiam2,Gm48855,Gm20650,Gm44777,Asmt,Fpgt
7882,Dek,Gm26953,Acp2,Gm49544,Gm49492,Ptgfrn,Gm13856,Auh,Nxnl2,Unc5cl
7883,Gm13708,Lrrn4,Proser3,Platr11,E130114P18Rik,Gm34084,Mafa,Irak1bp1,Ckm,Rmnd1
7884,4932438H23Rik,Gm9733,Ppard,Ighv1-72,Cacng8,Ulk4,A930028N01Rik,Xk,Gm19510,Arl16
7885,Uvrag,Gm10851,Clk4,Cdkl1,Tstd1,Gm26810,Pacsin3,Gm4737,Gca,As3mt
7886,Zfp973,Tcea2,Abcc5,Gm37422,Gm13594,Oit3,4933430I17Rik,Nod2,Atg4a,Srfbp1
7887,Pigp,Ranbp17,Hist1h2bk,Gm15862,Gm10648,Eif3j2,Ccdc116,Hmgn3,Trbv24,Phf7
7888,Nol11,Gm5150,Ubac2,Nkain1,Kiss1r,A630001O12Rik,Fsbp,Wdfy4,A930002I21Rik,9930012K11Rik
7889,Krr1,Olfm1,Zfp950,Vwf,Gm37612,Nol4l,Albfm1,Ccr1,Amacr,Nfkbid
7890,Plod2,Sept5,Zfp599,Gm26891,Khdc3,Mrvi1,Gm19531,Arrdc2,Dnmbp,Gpsm2
7891,Klf8,Il12a,2900076A07Rik,Gm48780,Gm34777,Zfp599,Gm32479,Mterf2,P3h1,Samd10
7892,Xrcc5,Tlr13,Dyrk2,Gm45022,Comp,Cp,Gm50068,Gm47438,Otud3,Gorab
7893,Hsdl1,Trnp1,Mtln,Gm8378,4930458D05Rik,Sdhaf3,Gm43703,Mecom,Dock4,6330418K02Rik
7894,Taz,Plekha6,Vars2,Ltbp4,9230116L04Rik,Hlf,Col4a4,Akap7,Gm12498,Mfsd11
7895,8030442B05Rik,Gnrh1,Hist1h4a,Scn11a,Vcan,Phldb1,Slc38a8,Zfp296,Pcgf5,Alg6
7896,Mmaa,Trav16d-dv11,Arhgef10,Ighv3-8,Gm37571,Gm49915,Fam20c,Iglv1,Slc35e4,Gss
7897,Atp8a2,Gm4890,Ankrd11,Gm3924,Gm30214,Hpgds,1700001L05Rik,Ttbk2,Smim1,Hist1h2bh
7898,Angptl2,Slc30a1,Zbtb5,Gm36635,Sult1a1,Pank1,Traj56,Flywch2,Myzap,Hsd17b7
7899,Ptgir,Slc35f5,Daam1,Nap1l5,Pak1,Gm9774,Tfap2a,Phlda3,Pdzd4,Pcgf2
7900,Ret,Gm19466,Rpgrip1l,Gm49700,Zfp763,Gm15726,Khdrbs3,Zfp11,Gm28535,Abhd14a
7901,Tcf19,Kcnb1,Bicdl1,C1ql1,Ttc39d,Tmem91,Tex52,Trgv2,Gm43260,Alg11
7902,Rtkn,Pde7b,Tmem38b,Adrb1,Atcayos,Cacna1c,Nptxr,BC025920,Popdc2,Pigp
7903,Galc,Gm20457,Pla2g6,Traj57,Gm12356,Lmbr1,B3gnt4,Zfp458,Gm15013,Gtpbp10
7904,Gm20707,Puf60,Gm44686,ccdc198,C130040N14Rik,Eaf2,Npw,Rubcnl,Kalrn,Hspbap1
7905,Dnaaf4,A530017D24Rik,P2rx4,Igkv4-51,Sectm1a,Prpf40b,Tceal8,Gnal,Txnl4b,Pif1
7906,Kyat1,Igfbp6,Zfp39,Aldh1a3,Gm13528,Nmnat3,Gm15558,Tlr2,Usp35,Hdac5
7907,mt-Nd3,Slc6a13,Slc52a3,Ptprd,Kis2,Eya2,Gm10300,B230217C12Rik,Ntf5,Psd4
7908,Akap11,Ttc41,Tmem234,Gm17112,4933433H22Rik,Zfp991,4930520M14Rik,Ankrd23,Trav3-3,2410131K14Rik
7909,Tsc1,Spns3,Zcwpw1,Gm19461,Ccl24,Gm44759,Hmx2,Ptpn23,Pagr1a,Slc39a11
7910,Zcwpw2,Pilrb1,Sertad1,Gm49024,Gm36602,Fam3b,Gm38004,Cd40,Zswim3,Zfp597
7911,Rbak,Popdc2,Gpatch4,Tfr2,Klhl32,Gm28884,Flvcr2,Noxred1,4930470G03Rik,Dcaf4
7912,Upk1a,Gm26586,Ttyh3,Igkv13-85,Rarb,Il27,Gm16189,Cep170b,Sptbn2,Lrp5
7913,Gm16253,Galnt6os,2010320M18Rik,Moxd1,Nphp1,Rabl2,Slc7a3,Trim2,Gm20511,Ttll3
7914,Ikzf4,AA465934,Rybp,Traj35,Gm34590,Stard9,Gm20490,Trbj2-3,Gm42829,Cntln
7915,Cdh17,Wdfy3,4930570N18Rik,4930525G20Rik,Pls1,Gm5134,Aspn,Dennd3,Ccdc148,0610009L18Rik
7916,Fkbp10,9130230N09Rik,Tex14,Gng11,Cdh18,Gm11175,Ank1,Gria3,Ankhd1,Rad54b
7917,Gm14305,Gm11696,Ubox5,Tfec,Gm50021,Dand5,Kcnmb1,Siglecg,Dmac2l,Snhg5
7918,Rab31,4933421O10Rik,Sdhaf3,Ankrd42,D630044L22Rik,Col15a1,Gm12531,Hecw2,Slain1os,Srm
7919,Dhx34,Gm44148,Tgtp1,Sphk1,Gm48133,Myo1d,Wnt3,Cacna1c,Zbtb21,Sgf29
7920,Tchp,D130020L05Rik,Bcor,Qrich2,Gpr22,E130102H24Rik,Gm45495,Ankrd24,Gm14232,Platr25
7921,Txndc16,Lrrc6,Slc36a1,Ocln,Sema4g,Rpgr,Slc22a27,Pank1,Gm29666,Elp1
7922,Ndnf,Rtkn,Tdrd3,Gm26564,Adrb1,Rbms3,4930539J05Rik,Plbd1,Ralyl,Cd160
7923,Tmem87b,Spink13,Hist1h2bc,Gm31510,Gm45022,Tbc1d9,Myo1h,Nudt7,Xcr1,Cbx8
7924,Gm10640,Gm16156,Rab33b,Gm45168,Gm48606,Gm12000,1700039M10Rik,Gm17021,Gm12963,Cep72
7925,5031425F14Rik,Hmcn2,Pisd,Fam13a,E230016K23Rik,Armc2,D930048N14Rik,Emilin1,Met,Gdi1
7926,Gm15927,Fam241b,Nsun4,Traj53,4930589L23Rik,Apoa2,Cabyr,4930578M01Rik,Gm34907,Asb7
7927,Slc22a5,Igf1r,Ercc5,Habp2,Gm45355,Zfp595,Hic2,Ankrd29,Amotl1,Cnst
7928,Trav9n-4,Gm16225,Socs3,Aldh1a2,Gm49700,2010204K13Rik,Thsd1,Krtcap3,C77080,Anp32b
7929,Il23r,Peak1os,Sgsm3,Prss53,Bex1,Lynx1,Gm47512,Gm39469,Igdcc4,Pank1
7930,Gm16174,Armc2,Rufy3,Omg,Gm5103,Lrp2bp,Kctd6,Nhej1,Gm47798,Kansl2
7931,Gm49735,Ccdc7a,Slc41a2,Gm44206,Cds1,Aldh3b1,2310040G24Rik,Gm31793,Smc2os,Shfl
7932,Gpx8,Zfp358,Kat6b,Gm48606,Gm44674,Gm26586,Ube4bos1,9130023H24Rik,Lama5,Ralgps2
7933,Pofut1,Fam229b,Ydjc,E230016K23Rik,Cyp27a1,Ube4bos1,9630014M24Rik,Rbm3os,4930556M19Rik,Eaf1
7934,Nadk2,Pard3b,Pus7l,Gm49208,Aldoart1,Thsd1,Ank,Gm10874,Nbl1,Selenoh
7935,Ppm1d,Itfg2,Klhl5,Adgrg6,Cdkl1,AA388235,1110046J04Rik,Sv2a,Pcdh9,Tmem185a
7936,Ubox5,C230066G23Rik,Trmu,Ccdc96,Bdkrb1,Gm19522,Map3k13,Mctp1,Cecr2,Epcam
7937,Wdr54,Gm15672,Zswim3,Gm37328,Ackr3,Spats2,Ptgfrn,Pheta1,Tnfsf4,Dhrs11
7938,Acyp1,C130013H08Rik,Cd81,Gm44674,C230035I16Rik,Shtn1,Stxbp1,Gm13708,Gm5464,Gm33370
7939,Ttc37,Izumo1,Nfia,Fn1,Opcml,Gm11205,Ankrd13b,2810429I04Rik,Skida1,Cdkn2aip
7940,Nos3,Chml,Prr7,Ackr3,Gm4858,Ccnd1,Armt1,Ccnj,Scn8a,Pan2
7941,Fan1,Il27,2010300C02Rik,Dgat2l6,Gm30835,C030037D09Rik,Ring1,Ggnbp1,Cpeb1,Klc4
7942,Fbxo30,Tmem141,Cd86,4930579C12Rik,Ighv3-8,Gm38604,Arhgef10l,Maged2,Trem1,Prdm16
7943,Chit1,Patl2,Nutf2-ps1,Gcm2,Gm12404,Tgif1,A430106G13Rik,Angptl2,Svip,Caml
7944,2610301B20Rik,Ulk4,Kiz,Cyp27a1,Pigr,Stard6,Gm48689,Wdr38,Gm6639,Adgre5
7945,Zfp74,AC168977.1,Arrb1,Cds1,Gm5122,4930578M01Rik,Wnt16,Gm16538,Irs1,F2rl1
7946,Napepld,Atxn7l1os2,Zfp687,Gm26916,Gm33699,Trp53rka,Frmpd4,5730405O15Rik,Nexn,Pcyox1l
7947,Gm47469,Elovl7,Trit1,Slc23a3,Lsamp,Rps6ka2,Acbd7,Tub,Prm1,Zfp668
7948,Gm28379,Gm20075,Fchsd1,Mn1,Ighv1-72,Tmem273,Gm47644,Haus3,Gm47460,Rsl1
7949,Smad5,Zcwpw2,Zfp507,Amt,Gm19461,Adamts3,Gm49380,Glul,Tcrg-V6,Prdm15
7950,Kcnmb4,Gm3448,Zfp866,Cfh,Aldh1a2,Rpp38,Gm19967,Trav6-2,G730013B05Rik,Rpgrip1l
7951,Zscan20,A630035G10Rik,Atp11a,1700124L16Rik,Kcnk3,Gm527,Gdf9,5830416I19Rik,A530032D15Rik,Mapk1
7952,Gm11175,Dsel,Zfp692,Gm15728,Slc9a3r2,Dnaaf4,B930094E09Rik,Fbxl4,Olfr530,Rhof
7953,Nfrkb,Clec5a,Actn2,Dcbld1,Gpr31b,Smyd5,Gm13620,Gm10804,Gm29112,Ddx27
7954,Ccdc40,Tnfrsf22,Pfkm,Gm47248,Gm19667,Gm13293,Gm11715,Mfsd2a,Gm26725,Gga2
7955,Zfp747,Tfpi,Nars2,Gm30835,Cfh,S100a8,Lrig3,Alox5ap,Gm42902,Rtcb
7956,Smpd4,Nlrc4,P2ry14,Rab25,D430001F17Rik,Bmpr1a,Spry2,Hexdc,1700123O12Rik,Bcl2a1c
7957,Eid2b,Ypel2,Ppt2,Tspan2os,Dlgap1,Tubb3,9130230L23Rik,Zfp189,Stkld1,Tex10
7958,Ccdc85b,Bckdhb,Sepsecs,Dbndd1,Dbndd1,Lzts2,Pld1,Snx21,Gm9821,Eif4ebp3
7959,Zfp592,Gm39326,Trav3-3,Gm35060,Adgrg6,Top1mt,Traj4,Gm44066,Mapk8ip1,Rundc1
7960,Gla,1700061G19Rik,Gpr19,Gm12061,Stmn2,Prdm5,Adam4,Prdm9,F420014N23Rik,Rtn4ip1
7961,Cdca7,Mfsd4a,Psap,Epor,Tfec,Kctd7,C78197,Cd180,Celf4,Zfp280b
7962,Mtrr,Gm8739,Ccdc62,Ypel4,Gm37640,Gm28791,Efcab12,Tmem171,Cxcr2,Sugt1
7963,Gm37202,Rhbdl3,Scrn2,Gm43463,Igkv13-85,Amdhd1,Rab42,Mtmr7,4931431C16Rik,Brca1
7964,Samd1,Gm9828,Pdpr,Msh4,Ncs1,Tbc1d16,B3galt1,Gm4668,Sdk1,2610318N02Rik
7965,Slc14a1,Gm43330,Camsap1,Rdh9,Ankrd42,Utf1,Lcat,Ticam1,Pdpr,Pex11a
7966,Alg11,Kbtbd6,Zfp398,Gm33337,Ccn6,Gm49463,Pcolce,Nampt,Mtfp1,Brpf3
7967,Gm3839,Gm48765,Naa80,1810019D21Rik,Col16a1,Top2b,Gm6277,Fut7,Mtm1,2310015A10Rik
7968,4921511C10Rik,Clic5,Exoc6b,Lgr4,Nkain1,Gm47210,Mir133a-1hg,Lrrc56,Znrd1as,Klf11
7969,Pi4k2b,Sptbn4,Fkbp11,Gm46204,Igkv4-51,Rgs9,Etv1,Gm16008,A830035O19Rik,Tprgl
7970,Trav7-6,Lcn2,Trmt61a,Mmp19,Gm26891,Wipi1,Gm43821,Gnb5,Gm16196,Trbv12-2
7971,Trav9d-1,Gm12796,Pex12,D930020B18Rik,Gm8378,Gm13481,Gm12802,Vill,Izumo1,Gm14325
7972,Gm48228,Gm48027,Zfp292,Il23a,Gm45168,Nos2,Gm26562,Fbxl19,Gm26789,Tmsb15b2
7973,Trpt1,Eno3,Dcaf4,Gm10358,Gm31510,Nhej1,Stbd1,F730311O21Rik,Gm15491,Trbv31
7974,Ahdc1,Gm46430,Serpine2,Arhgap28,Gm27022,Pygm,Traj40,Spag1,4930549C15Rik,Esr1
7975,Bend6,Shtn1,Cnnm3,Pip5kl1,Myh11,Gm38250,Gm28913,Zbtb10,Bmpr2,Spopl
7976,Pros1,Ccdc63,Slc27a4,D430001F17Rik,Ephb2,AI847159,Brsk2,Fxyd7,Plxnb1,Tefm
7977,Gm31793,Gm31363,Trim39,A130077B15Rik,Sphk1,Dcbld2,Gm26672,Ssc4d,Gm43920,Pi4kb
7978,D6Wsu163e,Gm14167,Dgcr6,Gm43062,Aldh1a3,Pcbp3,Sp9,Plekhg5,Gm10516,Birc6
7979,Cnbd2,9330160F10Rik,Fbxl18,Gm17133,Gm20655,Gm10101,Gm43479,Gm11714,Mau2,Il20rb
7980,Nedd1,Gm11210,Bcl9l,Apon,Gm20670,Gstp2,4930578M07Rik,Slc10a1,Tktl1,Tmem218
7981,Rln3,Plekhh3,Slc10a3,Gli1,Epor,Plxnb2,5930435M05Rik,Gm15952,4930426I24Rik,Aak1
7982,Cd80,Chaer1,Napepld,Rhbdf1,Cd109,Cd14,Gm13261,Smyd1,Gm12709,Slc25a36
7983,E4f1,Trp53inp2,Gm15489,Platr29,Pou4f1,F10,A630091E08Rik,Hist2h2ab,Gm49701,Dnaaf3
7984,Tdrd3,Gm49189,Atxn7l2,Nipal4,Tfr2,Gpx8,Trpc5,Gm17606,Mia3,Shb
7985,Il11ra1,Zbtb4,Kbtbd11,Dixdc1,Gm44206,1700028J19Rik,Gm50106,Mtx3,Chfr,Cdt1
7986,Gm10804,Plppr3,Hpse,Terb1,Vwf,Zbtb8a,Vmn1r88,Whrn,Gm16185,Zfp507
7987,Phactr4,Gm12359,Bbs12,Gpr31b,Gm26916,Tmem250-ps,Gm6566,Nkrf,Gm15743,Serp2
7988,P4htm,Col15a1,Hspb6,Gm39307,Gm49208,Gm12743,Hs6st3,Tnfsf13b,Rab33b,Hps4
7989,Zfp459,Csf2rb2,Plpp2,Gm16046,Fbn1,Catsper2,Gm26679,Phpt1,Acvr1b,Tmem209
7990,Ncoa1,G630030J09Rik,Herc3,Olfr164,Gm43915,Gm49691,4930532G15Rik,Fcrla,Gm17249,Zc3h7b
7991,Clip3,Gm9970,Gm15518,Fbn1,0610031O16Rik,Il4,Trim35,Kifc2,9030407P20Rik,Bcorl1
7992,Tmem205,Slc7a11,Atg9b,Tmem45b,Gng11,Traj17,Tmbim1,Foxred2,Dntt,Zfp687
7993,Gm14377,C130046K22Rik,Pik3r2,Lhfp,Gm3924,Rec114,Fpr1,Mlkl,Ankrd6,Zfp574
7994,Trmt10b,Papss2,Gm17036,Onecut2,Gm49024,Alpk1,Ttc30b,D630008O14Rik,1700019L13Rik,Srgap3
7995,Zfp865,Gm15473,Naif1,Ckmt1,Gm17112,1700019D03Rik,Gm2479,Cxcr4,Gm19325,Armc3
7996,Cfap54,Pilrb2,Xkr8,Iqcn,Cacnb2,Tmem198b,Slc1a4,Gm6598,Tbcel,Gdpd3
7997,Khdc4,5430403G16Rik,Polr3e,Slc38a11,4930525G20Rik,Pde7b,Zfp46,Aif1,Fam3b,Eml6
7998,Cep112,Bmpr1a,Zfp810,Gm47697,Gli1,Kcnb1,Adcy9,D930030I03Rik,Gm16565,Gm9725
7999,Gm19951,Myo7a,Gnl3,Gm12404,Gm37422,Pik3r6,Wipi1,Kbtbd7,Prmt2,Slc7a1
8000,Nrip1,Nim1k,Tctn3,Gm17146,Myh3,Atxn7l1os2,Gm41555,A530040E14Rik,Arhgef33,Gpbp1
8001,Tm4sf5,Ccdc30,Lrig2,4930589L23Rik,Gm47697,Csf3r,Zfp2,Bace1,Zfp945,Zfp518a
8002,Qrfp,Gm32679,Sfxn2,Pigz,Tspan2os,Il23r,1700066B17Rik,B3galt2,Kcnmb3,Dtnb
8003,Micu3,Trav6-4,Atxn2,Ict1os,Ocln,Gm17231,Mtf1,Gm50020,F11r,Stk38l
8004,Zbtb8a,Dnhd1,2010315B03Rik,Extl1,P2rx5,BC049715,F2,Txnl4b,Nxpe2,Art2b
8005,Hspa4,Sv2a,Dcaf17,Txnl4a,Gm17597,Slc7a11,Smim20,1700041G16Rik,Pde6b,Rfesd
8006,Gm47664,8030442B05Rik,Mgrn1,Tgfb1i1,D930020B18Rik,Gm16045,Hmox1,Pemt,Bfsp1,Tmem263
8007,Pibf1,9530077C05Rik,Casd1,Oaz3,Ckmt1,B430305J03Rik,1600002D24Rik,Sdhaf3,Npnt,Tmem260
8008,Tpmt,Cdh24,Zfp7,Zfp493,Enox1,G530011O06Rik,Slc2a12,Atg9a,Gpx3,Zfp933
8009,Nrgn,Rnf128,Ripor1,Plekhb1,Mmp19,Rnd1,Fbxo2,Zfp239,9330185C12Rik,Fam8a1
8010,Gpx7,9530018F02Rik,Btbd2,Cpsf4l,Gm49915,1700055D18Rik,Zfp982,Heatr9,Zfp575,Slc25a40
8011,Prss16,Dock7,Lipo3,Mex3a,Faah,A630072L19Rik,Gm10433,Gm44040,BC065403,4931406C07Rik
8012,Slc43a1,4632404H12Rik,Kctd3,Kalrn,Diaph3,Gm28379,Gm31342,Gm15764,Snca,Nprl3
8013,Gm46519,C1qa,Zfp74,Bin1,Chrnb2,Samd3,Cc2d2b,4833417C18Rik,Apol11b,Nup153
8014,Dgke,Gm48855,Pip4p2,Ttll1,Per3,Cldn34c1,Gm8953,Gm26648,Klk1b8,1110032A03Rik
8015,2310009B15Rik,Txnl4b,Ctse,Gm13184,2310068J16Rik,Gm13778,Rbm8a2,Cables1,Gm50250,Syngr3
8016,Trim36,2500004C02Rik,Gm33782,Cacna2d2,Gm31728,Mkks,Gm29570,Krt10,Gm49890,Bcdin3d
8017,Tanc1,Clec4d,Tanc1,Tdgf1,Reck,Gm29114,Traj20,Tmem38a,Vdr,Iqcb1
8018,Mettl14,Pcx,Gpnmb,Ankrd60,Gm39326,Ano7,Gm40608,Bambi,Gm44672,Gm20663
8019,Gm37885,Gm44756,Yae1d1,4930517E14Rik,Cmklr1,Pard3b,Gm50071,Bcl2a1c,Actg2,Galm
8020,Fam126b,Zfp85,Pacc1,Fam228b,Rnd1,Iglv3,Traj28,Cabyr,Gm28229,Ikzf4
8021,Gm36211,D930030I03Rik,Klf12,Rptoros,Bmf,Pla2g4b,Sema4c,Caprin2,Ighv9-3,Pgam5
8022,Gm30790,Gm37885,Setd4,Cib3,Tgfbr3l,Hotairm1,Gm15246,Gm12279,Nefl,Rnf185
8023,Prps2,Slc12a3,Arhgap30,Gm27241,Gm43599,Abcb6,Unc13b,2210417A02Rik,Hepacam2,Sh2b3
8024,Zfp85,Gm36208,Bpnt1,Ift57,Spry1,Gm26771,Deptor,Nrn1,Gm13849,Gm28901
8025,Gm48678,Gm15638,Ms4a4a,Ap4m1,Klra7,Trbv23,D030055H07Rik,Mpeg1,Fam227a,Haus7
8026,Fam3b,Cln8,Zfp775,Retreg2,Gm41386,Ms4a8a,Gm12868,G630030J09Rik,Reep1,Agbl5
8027,Gm29394,Guca1a,Rundc1,Sulf2,4930439D14Rik,Slc7a8,Ckm,Itpripl2,Dpf3,Pcyt2
8028,Gm17055,2310039H08Rik,Zfat,A330035P11Rik,Wwc2,Gm13684,Fzd10,Rgl1,Ighv1-64,Gm19391
8029,Tspoap1,Gm50228,Galnt9,Pcnx3,Prpf40b,Zfp458,Gm26760,Kyat3,Gm35696,Nek4
8030,Rbm4b,Eaf2,Dancr,Hrh2,A130051J06Rik,Gm15336,Slc27a6,Krba1,Tmem160,Vps28
8031,Tmem91,Gm16573,Mllt3,Kctd13,Grm6,A330009N23Rik,Gm26802,Cep76,C730034F03Rik,Zfp930
8032,E2f6,2610035D17Rik,Kansl1,Mtpap,Tbc1d22bos,Fam78a,Gm38336,Cacna1d,Commd2,Tmem65
8033,Rasgrp4,Gm38037,Manea,Gm16283,Gm13427,Tm4sf5,Adgb,Zfp784,1500026H17Rik,Kat2a
8034,Polg,Gm38948,Gtpbp10,Gamt,Cul7,Gm14167,Wnt10b,Gm48768,Gm15638,Prpf19
8035,Med26,Sowahc,Dolk,Maip1,Dnmt3b,Hexdc,Mei4,Rab6a,9330179D12Rik,Ppp1r13b
8036,Amdhd1,Kctd7,Itgb3,Ddx25,Spag17,Otos,Prrt4,A630052C17Rik,Cbarp,Cep68
8037,Cryz,Gm26944,Anks1b,1700012I11Rik,Gm8013,Gpr83,4930593A02Rik,Fbxo36,Trav9n-4,Zscan26
8038,Fam57b,D130009I18Rik,Crybg2,Gypc,Gm42903,4930426L09Rik,Lrfn4,Cplane2,Ndrg4,Mpp7
8039,Gm34794,1700028J19Rik,Abhd6,Fhod1,2610204G07Rik,Tmem220,Chn1os3,Hist1h4j,Ccdc63,Pdha1
8040,Gm11423,Gm26759,Wdr5b,Mblac1,C030005K06Rik,Tcp11l1,Rab11fip5,Gm614,Ttc23,Pold2
8041,Gm49797,Hhat,Lsr,Gm28884,Kctd7,Gm13840,Gm28874,Tyro3,Ccnd1,Uspl1
8042,Gm10392,Iglv3,Rdh12,Lzts2,Gm15401,Sptbn4,Gm43149,Abcb6,Myh10,Exo5
8043,Slc35e3,Gm47680,Ivd,Gm14471,Gm48161,C5ar1,4930517O19Rik,Agbl3,Ecm2,Ngrn
8044,Tyro3,Zfp799,Egfl7,AA386476,Gm34655,Dclk1,Dock3,D730045B01Rik,Gm36371,Zfhx2
8045,Gm47705,Zfp784,Sulf2,Cldnd2,Gm47447,Sirpb1b,Traj49,C430002N11Rik,Gm8369,Zfp169
8046,Coro2b,Gm15726,Tcta,Mybpc1,Gm27166,Cd36,Gm47761,Gm13008,Gm20513,Gm33782
8047,Hmgxb3,Chn1,Dlg4,Akr1b8,6430531B16Rik,Gm13218,Anxa9,Tgm2,Gm9903,A930037H05Rik
